,Date,Q-P1,Q-P2,Q-P3,Q-P4,S-P1,S-P2,S-P3,S-P4
1055,08-05-2013,832,1163,4870,1455,2637.44,7373.42,26395.4,10374.15
1056,09-05-2013,2773,922,2808,1344,8790.41,5845.48,15219.36,9582.72
1057,10-05-2013,6101,2559,4903,822,19340.17,16224.06,26574.26,5860.86
1058,11-05-2013,1057,2681,3825,1837,3350.69,16997.54,20731.5,13097.81
1059,12-05-2013,4502,3946,267,431,14271.34,25017.64,1447.14,3073.03
1060,13-05-2013,481,3715,1102,1696,1524.77,23553.1,5972.84,12092.48
1061,14-05-2013,319,2352,1147,1993,1011.23,14911.68,6216.74,14210.09
1062,15-05-2013,6541,907,3143,1921,20734.97,5750.38,17035.06,13696.73
1063,16-05-2013,6082,2802,4913,702,19279.94,17764.68,26628.46,5005.26
1064,17-05-2013,2964,2835,4022,1175,9395.88,17973.9,21799.24,8377.75
1065,18-05-2013,4901,1745,502,1784,15536.17,11063.3,2720.84,12719.92
1066,19-05-2013,2622,2997,2385,752,8311.74,19000.98,12926.7,5361.76
1067,20-05-2013,3409,2334,728,1636,10806.53,14797.56,3945.76,11664.68
1068,21-05-2013,4986,2345,5485,298,15805.62,14867.3,29728.7,2124.74
1069,22-05-2013,7017,3970,4691,1844,22243.89,25169.8,25425.22,13147.72
1070,23-05-2013,4541,753,1876,1593,14394.97,4774.02,10167.92,11358.09
1071,24-05-2013,2834,2022,1181,1744,8983.78,12819.48,6401.02,12434.72
1072,25-05-2013,5885,3060,4387,1430,18655.45,19400.4,23777.54,10195.9
1073,26-05-2013,7769,3640,4168,344,24627.73,23077.6,22590.56,2452.72
1074,27-05-2013,1058,3199,477,1210,3353.86,20281.66,2585.34,8627.3
1075,28-05-2013,3669,817,5313,1285,11630.73,5179.78,28796.46,9162.05
1076,29-05-2013,3342,2810,1083,1370,10594.14,17815.4,5869.86,9768.1
1077,30-05-2013,7732,3239,5503,1164,24510.44,20535.26,29826.26,8299.32
1078,31-05-2013,7547,2538,3873,410,23923.99,16090.92,20991.66,2923.3
1079,01-06-2013,289,2737,744,601,916.13,17352.58,4032.48,4285.13
1080,02-06-2013,311,1508,5924,250,985.87,9560.72,32108.08,1782.5
1081,03-06-2013,3323,2041,919,930,10533.91,12939.94,4980.98,6630.9
1082,04-06-2013,2431,2073,2537,1790,7706.27,13142.82,13750.54,12762.7
1083,05-06-2013,2625,972,2960,1104,8321.25,6162.48,16043.2,7871.52
1084,06-06-2013,6356,2813,1534,1361,20148.52,17834.42,8314.28,9703.93
1085,07-06-2013,1506,1907,328,281,4774.02,12090.38,1777.76,2003.53
1086,08-06-2013,4444,2552,1581,451,14087.48,16179.68,8569.02,3215.63
1087,09-06-2013,7325,1560,2257,1892,23220.25,9890.4,12232.94,13489.96
1088,10-06-2013,6378,3650,4476,350,20218.26,23141,24259.92,2495.5
1089,11-06-2013,2446,1578,2155,879,7753.82,10004.52,11680.1,6267.27
1090,12-06-2013,5766,253,1657,1236,18278.22,1604.02,8980.94,8812.68
1091,13-06-2013,5148,3147,3294,715,16319.16,19951.98,17853.48,5097.95
1092,14-06-2013,6740,3944,375,1418,21365.8,25004.96,2032.5,10110.34
1093,15-06-2013,1127,500,2958,1649,3572.59,3170,16032.36,11757.37
1094,16-06-2013,2265,2662,1892,545,7180.05,16877.08,10254.64,3885.85
1095,17-06-2013,3033,2724,1199,1135,9614.61,17270.16,6498.58,8092.55
1096,18-06-2013,7329,2317,1713,1335,23232.93,14689.78,9284.46,9518.55
1097,19-06-2013,6179,1087,741,1043,19587.43,6891.58,4016.22,7436.59
1098,20-06-2013,4211,1416,4024,1481,13348.87,8977.44,21810.08,10559.53
1099,21-06-2013,4217,2336,1851,427,13367.89,14810.24,10032.42,3044.51
1100,22-06-2013,6594,1005,4914,892,20902.98,6371.7,26633.88,6359.96
1101,23-06-2013,4841,1550,4508,1759,15345.97,9827,24433.36,12541.67
1102,24-06-2013,1119,3139,4522,886,3547.23,19901.26,24509.24,6317.18
1103,25-06-2013,3168,2088,1253,517,10042.56,13237.92,6791.26,3686.21
1104,26-06-2013,6654,867,4037,264,21093.18,5496.78,21880.54,1882.32
1105,27-06-2013,3420,1854,4001,588,10841.4,11754.36,21685.42,4192.44
1106,28-06-2013,7387,3837,2351,1802,23416.79,24326.58,12742.42,12848.26
1107,29-06-2013,1006,1993,3990,1812,3189.02,12635.62,21625.8,12919.56
1108,30-06-2013,7042,1629,1885,1165,22323.14,10327.86,10216.7,8306.45
1109,01-07-2013,672,1168,5444,750,2130.24,7405.12,29506.48,5347.5
1110,02-07-2013,487,1459,856,1899,1543.79,9250.06,4639.52,13539.87
1111,03-07-2013,4811,1546,5763,530,15250.87,9801.64,31235.46,3778.9
1112,04-07-2013,3927,3235,3583,446,12448.59,20509.9,19419.86,3179.98
1113,05-07-2013,536,3938,3539,1645,1699.12,24966.92,19181.38,11728.85
1114,06-07-2013,3096,459,4135,1011,9814.32,2910.06,22411.7,7208.43
1115,07-07-2013,2001,3830,4526,1873,6343.17,24282.2,24530.92,13354.49
1116,08-07-2013,7910,386,720,1117,25074.7,2447.24,3902.4,7964.21
1117,09-07-2013,3587,929,987,1813,11370.79,5889.86,5349.54,12926.69
1118,10-07-2013,7457,966,5432,1658,23638.69,6124.44,29441.44,11821.54
1119,11-07-2013,1664,1281,3457,554,5274.88,8121.54,18736.94,3950.02
1120,12-07-2013,5897,706,3549,1676,18693.49,4476.04,19235.58,11949.88
1121,13-07-2013,1913,1275,1551,1338,6064.21,8083.5,8406.42,9539.94
1122,14-07-2013,5097,3146,5853,324,16157.49,19945.64,31723.26,2310.12
1123,15-07-2013,560,3378,2410,1851,1775.2,21416.52,13062.2,13197.63
1124,16-07-2013,4798,1021,4117,1926,15209.66,6473.14,22314.14,13732.38
1125,17-07-2013,5683,2562,739,484,18015.11,16243.08,4005.38,3450.92
1126,18-07-2013,5849,1010,1059,1308,18541.33,6403.4,5739.78,9326.04
1127,19-07-2013,3410,2935,2770,1232,10809.7,18607.9,15013.4,8784.16
1128,20-07-2013,3254,2349,1996,1866,10315.18,14892.66,10818.32,13304.58
1129,21-07-2013,7909,336,2886,751,25071.53,2130.24,15642.12,5354.63
1130,22-07-2013,3622,3507,503,265,11481.74,22234.38,2726.26,1889.45
1131,23-07-2013,3437,2762,5110,1612,10895.29,17511.08,27696.2,11493.56
1132,24-07-2013,7511,377,435,961,23809.87,2390.18,2357.7,6851.93
1133,25-07-2013,5523,668,5159,1034,17507.91,4235.12,27961.78,7372.42
1134,26-07-2013,5438,1845,5093,1329,17238.46,11697.3,27604.06,9475.77
1135,27-07-2013,2880,1894,5611,1116,9129.6,12007.96,30411.62,7957.08
1136,28-07-2013,4383,679,3011,902,13894.11,4304.86,16319.62,6431.26
1137,29-07-2013,1118,3721,5708,1894,3544.06,23591.14,30937.36,13504.22
1138,30-07-2013,6711,1209,1640,1487,21273.87,7665.06,8888.8,10602.31
1139,31-07-2013,4905,1457,4470,369,15548.85,9237.38,24227.4,2630.97
1140,01-08-2013,282,1466,1178,762,893.94,9294.44,6384.76,5433.06
1141,02-08-2013,7616,3945,3929,1593,24142.72,25011.3,21295.18,11358.09
1142,03-08-2013,3888,2121,893,443,12324.96,13447.14,4840.06,3158.59
1143,04-08-2013,7953,393,2250,486,25211.01,2491.62,12195,3465.18
1144,05-08-2013,6436,1394,5953,536,20402.12,8837.96,32265.26,3821.68
1145,06-08-2013,7826,1610,546,1949,24808.42,10207.4,2959.32,13896.37
1146,07-08-2013,7039,1670,5188,502,22313.63,10587.8,28118.96,3579.26
1147,08-08-2013,6689,2699,5079,1730,21204.13,17111.66,27528.18,12334.9
1148,09-08-2013,1605,3691,4701,564,5087.85,23400.94,25479.42,4021.32
1149,10-08-2013,499,1181,4741,838,1581.83,7487.54,25696.22,5974.94
1150,11-08-2013,2028,828,914,1108,6428.76,5249.52,4953.88,7900.04
1151,12-08-2013,1058,3119,4621,1498,3353.86,19774.46,25045.82,10680.74
1152,13-08-2013,4768,2508,2630,1564,15114.56,15900.72,14254.6,11151.32
1153,14-08-2013,5841,3098,867,452,18515.97,19641.32,4699.14,3222.76
1154,15-08-2013,3358,3388,3890,1640,10644.86,21479.92,21083.8,11693.2
1155,16-08-2013,6789,1038,1515,570,21521.13,6580.92,8211.3,4064.1
1156,17-08-2013,5012,1955,5664,1047,15888.04,12394.7,30698.88,7465.11
1157,18-08-2013,6254,767,1213,406,19825.18,4862.78,6574.46,2894.78
1158,19-08-2013,1707,277,497,740,5411.19,1756.18,2693.74,5276.2
1159,20-08-2013,3874,2022,3578,1248,12280.58,12819.48,19392.76,8898.24
1160,21-08-2013,4323,2593,1663,717,13703.91,16439.62,9013.46,5112.21
1161,22-08-2013,4849,3573,2835,1438,15371.33,22652.82,15365.7,10252.94
1162,23-08-2013,5292,258,2553,1291,16775.64,1635.72,13837.26,9204.83
1163,24-08-2013,6037,1969,5945,1831,19137.29,12483.46,32221.9,13055.03
1164,25-08-2013,470,1657,250,1764,1489.9,10505.38,1355,12577.32
1165,26-08-2013,2943,2508,2750,1944,9329.31,15900.72,14905,13860.72
1166,27-08-2013,5045,277,3289,1658,15992.65,1756.18,17826.38,11821.54
1167,28-08-2013,6601,994,5760,1319,20925.17,6301.96,31219.2,9404.47
1168,29-08-2013,807,334,1387,709,2558.19,2117.56,7517.54,5055.17
1169,31-08-2013,5650,2776,2516,1685,17910.5,17599.84,13636.72,12014.05
1170,01-09-2013,4004,569,4713,553,12692.68,3607.46,25544.46,3942.89
1171,02-09-2013,2266,2100,5257,368,7183.22,13314,28492.94,2623.84
1172,03-09-2013,7251,1721,4925,1152,22985.67,10911.14,26693.5,8213.76
1173,04-09-2013,3834,2076,4230,1819,12153.78,13161.84,22926.6,12969.47
1174,05-09-2013,7530,1391,3940,489,23870.1,8818.94,21354.8,3486.57
1175,06-09-2013,1308,3935,1776,1445,4146.36,24947.9,9625.92,10302.85
1176,07-09-2013,7642,3382,2602,1919,24225.14,21441.88,14102.84,13682.47
1177,08-09-2013,1754,3651,1169,1959,5560.18,23147.34,6335.98,13967.67
1178,09-09-2013,1268,2410,1361,1162,4019.56,15279.4,7376.62,8285.06
1179,10-09-2013,7864,920,1253,274,24928.88,5832.8,6791.26,1953.62
1180,11-09-2013,1989,3455,2429,1601,6305.13,21904.7,13165.18,11415.13
1181,12-09-2013,7251,3412,2289,397,22985.67,21632.08,12406.38,2830.61
1182,13-09-2013,4208,1898,3963,1502,13339.36,12033.32,21479.46,10709.26
1183,14-09-2013,2755,3567,1805,1582,8733.35,22614.78,9783.1,11279.66
1184,15-09-2013,1767,637,1426,1623,5601.39,4038.58,7728.92,11571.99
1185,16-09-2013,4208,1221,1267,1170,13339.36,7741.14,6867.14,8342.1
1186,17-09-2013,3735,899,4901,1302,11839.95,5699.66,26563.42,9283.26
1187,18-09-2013,1805,1258,4111,1065,5721.85,7975.72,22281.62,7593.45
1188,19-09-2013,4476,1010,2363,427,14188.92,6403.4,12807.46,3044.51
1189,20-09-2013,4981,1326,2374,921,15789.77,8406.84,12867.08,6566.73
1190,21-09-2013,1048,703,5470,569,3322.16,4457.02,29647.4,4056.97
1191,22-09-2013,7386,1248,1760,954,23413.62,7912.32,9539.2,6802.02
1192,23-09-2013,4234,1759,4480,946,13421.78,11152.06,24281.6,6744.98
1193,24-09-2013,4725,1484,1205,542,14978.25,9408.56,6531.1,3864.46
1194,25-09-2013,3364,264,1772,1430,10663.88,1673.76,9604.24,10195.9
1195,26-09-2013,5763,2223,5861,1797,18268.71,14093.82,31766.62,12812.61
1196,27-09-2013,2782,2593,2911,855,8818.94,16439.62,15777.62,6096.15
1197,28-09-2013,4178,3561,791,1344,13244.26,22576.74,4287.22,9582.72
1198,29-09-2013,1102,891,5186,1460,3493.34,5648.94,28108.12,10409.8
1199,30-09-2013,2181,1874,1328,1810,6913.77,11881.16,7197.76,12905.3
1200,31-9-2013,597,709,5470,1994,1892.49,4495.06,29647.4,14217.22
1201,01-10-2013,2728,1642,482,1101,8647.76,10410.28,2612.44,7850.13
1202,02-10-2013,2408,1517,3656,640,7633.36,9617.78,19815.52,4563.2
1203,03-10-2013,1973,1686,1444,874,6254.41,10689.24,7826.48,6231.62
1204,04-10-2013,2993,2788,5440,422,9487.81,17675.92,29484.8,3008.86
1205,05-10-2013,886,526,5571,1928,2808.62,3334.84,30194.82,13746.64
1206,06-10-2013,407,707,5890,474,1290.19,4482.38,31923.8,3379.62
1207,07-10-2013,7127,1517,2024,1659,22592.59,9617.78,10970.08,11828.67
1208,08-10-2013,6939,1840,4384,585,21996.63,11665.6,23761.28,4171.05
1209,09-10-2013,4165,821,1165,701,13203.05,5205.14,6314.3,4998.13
1210,10-10-2013,6935,3743,1611,1875,21983.95,23730.62,8731.62,13368.75
1211,11-10-2013,3625,3235,1140,1730,11491.25,20509.9,6178.8,12334.9
1212,12-10-2013,4930,2041,5908,821,15628.1,12939.94,32021.36,5853.73
1213,13-10-2013,791,3858,422,1406,2507.47,24459.72,2287.24,10024.78
1214,14-10-2013,4825,3039,1691,557,15295.25,19267.26,9165.22,3971.41
1215,15-10-2013,6150,3561,286,1445,19495.5,22576.74,1550.12,10302.85
1216,16-10-2013,613,3797,4241,1022,1943.21,24072.98,22986.22,7286.86
1217,17-10-2013,6102,2050,3248,859,19343.34,12997,17604.16,6124.67
1218,18-10-2013,290,374,1500,1278,919.3,2371.16,8130,9112.14
1219,19-10-2013,7503,1936,2741,1605,23784.51,12274.24,14856.22,11443.65
1220,20-10-2013,7840,1186,5608,1464,24852.8,7519.24,30395.36,10438.32
1221,21-10-2013,7170,3208,3470,1554,22728.9,20338.72,18807.4,11080.02
1222,22-10-2013,1899,3707,3171,970,6019.83,23502.38,17186.82,6916.1
1223,23-10-2013,2742,1350,3573,716,8692.14,8559,19365.66,5105.08
1224,24-10-2013,3421,2440,3349,1422,10844.57,15469.6,18151.58,10138.86
1225,25-10-2013,6539,1590,5998,461,20728.63,10080.6,32509.16,3286.93
1226,26-10-2013,4361,3139,4695,842,13824.37,19901.26,25446.9,6003.46
1227,27-10-2013,4827,639,4376,916,15301.59,4051.26,23717.92,6531.08
1228,28-10-2013,7295,3964,5536,1013,23125.15,25131.76,30005.12,7222.69
1229,29-10-2013,3236,1037,4276,1035,10258.12,6574.58,23175.92,7379.55
1230,30-10-2013,2326,1687,5379,1664,7373.42,10695.58,29154.18,11864.32
1231,01-11-2013,4371,3252,1177,1763,13856.07,20617.68,6379.34,12570.19
1232,02-11-2013,3869,3224,3419,261,12264.73,20440.16,18530.98,1860.93
1233,03-11-2013,3090,3656,385,698,9795.3,23179.04,2086.7,4976.74
1234,04-11-2013,4205,1237,1171,512,13329.85,7842.58,6346.82,3650.56
1235,05-11-2013,4419,1768,2023,287,14008.23,11209.12,10964.66,2046.31
1236,06-11-2013,7358,948,3103,746,23324.86,6010.32,16818.26,5318.98
1237,07-11-2013,7924,3175,5816,1354,25119.08,20129.5,31522.72,9654.02
1238,08-11-2013,292,2502,3792,932,925.64,15862.68,20552.64,6645.16
1239,09-11-2013,5458,1852,871,362,17301.86,11741.68,4720.82,2581.06
1240,10-11-2013,7654,1773,2877,780,24263.18,11240.82,15593.34,5561.4
1241,11-11-2013,4841,2850,5617,737,15345.97,18069,30444.14,5254.81
1242,12-11-2013,7356,2890,848,1628,23318.52,18322.6,4596.16,11607.64
1243,13-11-2013,1764,2690,4404,642,5591.88,17054.6,23869.68,4577.46
1244,14-11-2013,6843,495,2038,1512,21692.31,3138.3,11045.96,10780.56
1245,15-11-2013,5660,3113,891,683,17942.2,19736.42,4829.22,4869.79
1246,16-11-2013,5984,830,4810,1786,18969.28,5262.2,26070.2,12734.18
1247,17-11-2013,7324,1890,4894,1631,23217.08,11982.6,26525.48,11629.03
1248,18-11-2013,7372,1235,533,261,23369.24,7829.9,2888.86,1860.93
1249,19-11-2013,3670,3640,1958,1011,11633.9,23077.6,10612.36,7208.43
1250,20-11-2013,5453,3284,4166,1391,17286.01,20820.56,22579.72,9917.83
1251,21-11-2013,337,513,1657,1498,1068.29,3252.42,8980.94,10680.74
1252,22-11-2013,7521,674,3960,401,23841.57,4273.16,21463.2,2859.13
1253,23-11-2013,5975,1897,3916,253,18940.75,12026.98,21224.72,1803.89
1254,24-11-2013,2081,741,3824,493,6596.77,4697.94,20726.08,3515.09
1255,25-11-2013,354,657,3477,462,1122.18,4165.38,18845.34,3294.06
1256,26-11-2013,1942,609,2878,1149,6156.14,3861.06,15598.76,8192.37
1257,27-11-2013,6661,1995,560,1776,21115.37,12648.3,3035.2,12662.88
1258,28-11-2013,7305,2399,629,1322,23156.85,15209.66,3409.18,9425.86
1259,29-11-2013,7567,2395,3337,1063,23987.39,15184.3,18086.54,7579.19
1260,30-11-2013,5239,3184,3652,1799,16607.63,20186.56,19793.84,12826.87
1261,31-11-2013,7681,1235,347,1087,24348.77,7829.9,1880.74,7750.31
1262,01-12-2013,2677,1376,2608,1531,8486.09,8723.84,14135.36,10916.03
1263,02-12-2013,7205,378,824,1067,22839.85,2396.52,4466.08,7607.71
1264,03-12-2013,6192,2292,5208,1376,19628.64,14531.28,28227.36,9810.88
1265,04-12-2013,6586,2262,5119,1383,20877.62,14341.08,27744.98,9860.79
1266,05-12-2013,6285,549,4250,404,19923.45,3480.66,23035,2880.52
1267,06-12-2013,4297,3406,4753,1219,13621.49,21594.04,25761.26,8691.47
1268,07-12-2013,3250,1022,648,456,10302.5,6479.48,3512.16,3251.28
1269,08-12-2013,5390,3702,4055,489,17086.3,23470.68,21978.1,3486.57
1270,09-12-2013,1084,1530,3054,1760,3436.28,9700.2,16552.68,12548.8
1271,10-12-2013,292,2148,2037,1973,925.64,13618.32,11040.54,14067.49
1272,11-12-2013,861,2356,1131,1404,2729.37,14937.04,6130.02,10010.52
1273,12-12-2013,5712,1563,3032,980,18107.04,9909.42,16433.44,6987.4
1274,13-12-2013,3298,2340,1423,495,10454.66,14835.6,7712.66,3529.35
1275,14-12-2013,5546,2980,4035,889,17580.82,18893.2,21869.7,6338.57
1276,15-12-2013,1510,1771,4093,1381,4786.7,11228.14,22184.06,9846.53
1277,16-12-2013,3593,2902,2325,1364,11389.81,18398.68,12601.5,9725.32
1278,17-12-2013,6935,634,2606,1138,21983.95,4019.56,14124.52,8113.94
1279,18-12-2013,771,2936,757,1491,2444.07,18614.24,4102.94,10630.83
1280,19-12-2013,1498,3339,1465,584,4748.66,21169.26,7940.3,4163.92
1281,20-12-2013,3150,2898,2515,1726,9985.5,18373.32,13631.3,12306.38
1282,21-12-2013,839,3861,596,1393,2659.63,24478.74,3230.32,9932.09
1283,22-12-2013,2791,2062,2428,1962,8847.47,13073.08,13159.76,13989.06
1284,23-12-2013,3889,2819,1519,300,12328.13,17872.46,8232.98,2139
1285,24-12-2013,6115,2717,3430,448,19384.55,17225.78,18590.6,3194.24
1286,25-12-2013,305,3742,466,538,966.85,23724.28,2525.72,3835.94
1287,26-12-2013,3155,3548,3326,1176,10001.35,22494.32,18026.92,8384.88
1288,27-12-2013,384,837,645,1276,1217.28,5306.58,3495.9,9097.88
1289,28-12-2013,569,3029,3236,954,1803.73,19203.86,17539.12,6802.02
1290,29-12-2013,2083,2572,2253,314,6603.11,16306.48,12211.26,2238.82
1291,30-12-2013,7876,3021,4604,1097,24966.92,19153.14,24953.68,7821.61
1292,01-01-2014,3352,1349,5140,1331,10625.84,8552.66,27858.8,9490.03
1293,02-01-2014,6998,3995,4395,269,22183.66,25328.3,23820.9,1917.97
1294,03-01-2014,605,615,1604,1050,1917.85,3899.1,8693.68,7486.5
1295,04-01-2014,2475,760,4098,1913,7845.75,4818.4,22211.16,13639.69
1296,05-01-2014,5166,2570,4661,1214,16376.22,16293.8,25262.62,8655.82
1297,06-01-2014,3060,1087,1704,293,9700.2,6891.58,9235.68,2089.09
1298,07-01-2014,4095,3980,3550,1094,12981.15,25233.2,19241,7800.22
1299,08-01-2014,3908,2742,2943,1920,12388.36,17384.28,15951.06,13689.6
1300,09-01-2014,5566,1479,346,727,17644.22,9376.86,1875.32,5183.51
1301,10-01-2014,4557,3804,4909,434,14445.69,24117.36,26606.78,3094.42
1302,11-01-2014,6681,2557,4593,897,21178.77,16211.38,24894.06,6395.61
1303,12-01-2014,7778,2576,4692,448,24656.26,16331.84,25430.64,3194.24
1304,13-01-2014,515,3922,2076,678,1632.55,24865.48,11251.92,4834.14
1305,14-01-2014,2733,569,678,734,8663.61,3607.46,3674.76,5233.42
1306,15-01-2014,5667,2785,4610,1096,17964.39,17656.9,24986.2,7814.48
1307,16-01-2014,370,2222,5595,521,1172.9,14087.48,30324.9,3714.73
1308,17-01-2014,3037,3900,4931,1292,9627.29,24726,26726.02,9211.96
1309,18-01-2014,5167,1698,4638,429,16379.39,10765.32,25137.96,3058.77
1310,19-01-2014,5692,2541,373,1078,18043.64,16109.94,2021.66,7686.14
1311,20-01-2014,4420,2994,683,1622,14011.4,18981.96,3701.86,11564.86
1312,21-01-2014,7581,2262,323,418,24031.77,14341.08,1750.66,2980.34
1313,22-01-2014,7032,2810,3379,677,22291.44,17815.4,18314.18,4827.01
1314,23-01-2014,521,1393,2421,1534,1651.57,8831.62,13121.82,10937.42
1315,24-01-2014,7775,3602,358,1925,24646.75,22836.68,1940.36,13725.25
1316,25-01-2014,7546,3939,3885,1202,23920.82,24973.26,21056.7,8570.26
1317,26-01-2014,4248,1782,4128,315,13466.16,11297.88,22373.76,2245.95
1318,27-01-2014,6135,871,1313,1403,19447.95,5522.14,7116.46,10003.39
1319,28-01-2014,2536,2076,781,1375,8039.12,13161.84,4233.02,9803.75
1320,29-01-2014,3869,1464,4182,609,12264.73,9281.76,22666.44,4342.17
1321,30-01-2014,7603,2729,4276,373,24101.51,17301.86,23175.92,2659.49
1322,31-01-2014,2668,1876,5370,1237,8457.56,11893.84,29105.4,8819.81
1323,01-02-2014,4106,3334,5993,1027,13016.02,21137.56,32482.06,7322.51
1324,02-02-2014,3109,3957,513,423,9855.53,25087.38,2780.46,3015.99
1325,03-02-2014,4347,2030,258,1757,13779.99,12870.2,1398.36,12527.41
1326,04-02-2014,7631,1031,3724,1848,24190.27,6536.54,20184.08,13176.24
1327,05-02-2014,2518,3512,3613,568,7982.06,22266.08,19582.46,4049.84
1328,06-02-2014,5661,252,3988,1141,17945.37,1597.68,21614.96,8135.33
1329,07-02-2014,5164,2285,4675,629,16369.88,14486.9,25338.5,4484.77
1330,08-02-2014,5246,3355,1335,1384,16629.82,21270.7,7235.7,9867.92
1331,09-02-2014,2138,3630,2146,1832,6777.46,23014.2,11631.32,13062.16
1332,10-02-2014,1725,265,3996,1920,5468.25,1680.1,21658.32,13689.6
1333,11-02-2014,778,1473,2996,968,2466.26,9338.82,16238.32,6901.84
1334,12-02-2014,6107,3283,5458,1838,19359.19,20814.22,29582.36,13104.94
1335,13-02-2014,4970,3627,2395,1087,15754.9,22995.18,12980.9,7750.31
1336,14-02-2014,553,849,348,319,1753.01,5382.66,1886.16,2274.47
1337,15-02-2014,6771,3615,3368,812,21464.07,22919.1,18254.56,5789.56
1338,16-02-2014,4546,2377,420,1035,14410.82,15070.18,2276.4,7379.55
1339,17-02-2014,1824,3121,2118,1195,5782.08,19787.14,11479.56,8520.35
1340,18-02-2014,4734,3132,5504,1074,15006.78,19856.88,29831.68,7657.62
1341,19-02-2014,6931,344,2887,475,21971.27,2180.96,15647.54,3386.75
1342,20-02-2014,7098,1712,4936,432,22500.66,10854.08,26753.12,3080.16
1343,21-02-2014,7592,2237,1370,567,24066.64,14182.58,7425.4,4042.71
1344,22-02-2014,5393,3782,3655,1752,17095.81,23977.88,19810.1,12491.76
1345,23-02-2014,1101,1855,1211,887,3490.17,11760.7,6563.62,6324.31
1346,24-02-2014,744,2974,3154,713,2358.48,18855.16,17094.68,5083.69
1347,25-02-2014,6763,3040,959,963,21438.71,19273.6,5197.78,6866.19
1348,26-02-2014,5349,583,2110,336,16956.33,3696.22,11436.2,2395.68
1349,27-02-2014,3219,2826,4026,1402,10204.23,17916.84,21820.92,9996.26
1350,28-02-2014,4065,1414,4272,526,12886.05,8964.76,23154.24,3750.38
1351,01-03-2014,6653,3537,1829,1482,21090.01,22424.58,9913.18,10566.66
1352,02-03-2014,2357,3234,1781,1716,7471.69,20503.56,9653.02,12235.08
1353,03-03-2014,3283,644,1448,1087,10407.11,4082.96,7848.16,7750.31
1354,04-03-2014,5506,2056,553,1523,17454.02,13035.04,2997.26,10858.99
1355,05-03-2014,690,898,5389,1420,2187.3,5693.32,29208.38,10124.6
1356,06-03-2014,5836,3786,675,837,18500.12,24003.24,3658.5,5967.81
1357,07-03-2014,7147,2720,5391,835,22655.99,17244.8,29219.22,5953.55
1358,08-03-2014,7850,2454,2271,311,24884.5,15558.36,12308.82,2217.43
1359,09-03-2014,906,253,400,1535,2872.02,1604.02,2168,10944.55
1360,10-03-2014,6875,1230,3747,1335,21793.75,7798.2,20308.74,9518.55
1361,11-03-2014,4137,2911,3833,1063,13114.29,18455.74,20774.86,7579.19
1362,12-03-2014,708,2825,2444,811,2244.36,17910.5,13246.48,5782.43
1363,13-03-2014,7927,3296,5801,1255,25128.59,20896.64,31441.42,8948.15
1364,14-03-2014,1469,1529,5606,1882,4656.73,9693.86,30384.52,13418.66
1365,15-03-2014,3534,3512,4489,1524,11202.78,22266.08,24330.38,10866.12
1366,16-03-2014,6911,1397,1554,590,21907.87,8856.98,8422.68,4206.7
1367,17-03-2014,3066,3488,3132,1220,9719.22,22113.92,16975.44,8698.6
